date,time_utc,record,status,lat,lng,max_wind_kt,min_pressure_mb
19921006,1200,,TD,11.0N,97.0W,25,1011
19921006,1800,,TD,11.7N,98.4W,30,1009
19921007,0000,,TD,12.2N,99.8W,30,1007
19921007,0600,,TS,12.5N,100.9W,35,1005
19921007,1200,,TS,12.9N,101.5W,40,1003
19921007,1800,,TS,13.4N,102.0W,45,1000
19921008,0000,,TS,13.9N,102.4W,50,996
19921008,0600,,TS,14.4N,102.9W,60,992
19921008,1200,,HU,14.9N,103.3W,70,985
19921008,1800,,HU,15.4N,103.6W,80,978
19921009,0000,,HU,16.0N,104.0W,90,970
19921009,0600,,HU,16.7N,104.2W,95,964
19921009,1200,,HU,17.5N,104.3W,100,960
19921009,1800,,HU,18.6N,104.4W,95,967
19921009,2030,L,HU,19.1N,104.3W,85,975
19921010,0000,,TS,20.0N,103.7W,45,1000
19921010,0600,,TD,21.7N,102.4W,25,1009
