date,time_utc,record,status,lat,lng,max_wind_kt,min_pressure_mb,34kt_wind_radius_nm_ne,34kt_wind_radius_nm_se,34kt_wind_radius_nm_nw,34kt_wind_radius_nm_sw,50kt_wind_radius_nm_ne,50kt_wind_radius_nm_se,50kt_wind_radius_nm_nw,50kt_wind_radius_nm_sw,64kt_wind_radius_nm_ne,64kt_wind_radius_nm_se,64kt_wind_radius_nm_nw,64kt_wind_radius_nm_sw,max_wind_radius_nm19811029, 1200,  , TD, 25.0N,  47.5W,  25, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811029, 1800,  , TD, 26.4N,  47.1W,  30, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811030, 0000,  , TS, 27.7N,  46.6W,  35, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811030, 0600,  , TS, 28.7N,  45.9W,  35, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811030, 1200,  , TS, 29.6N,  45.2W,  35, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811030, 1800,  , TS, 30.2N,  44.5W,  35, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811031, 0000,  , TS, 30.7N,  43.9W,  35, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811031, 0600,  , TS, 31.1N,  43.1W,  40, 1000, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811031, 1200,  , TS, 31.5N,  42.2W,  45,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811031, 1800,  , TS, 31.9N,  40.8W,  45,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811101, 0000,  , TS, 32.5N,  39.0W,  40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811101, 0600,  , TS, 33.7N,  37.0W,  40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811101, 1200,  , TS, 35.3N,  34.9W,  35,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811101, 1800,  , SD, 37.8N,  32.1W,  30,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19811102, 0000,  , SD, 41.5N,  29.5W,  25, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
