date,time_utc,record,status,lat,lng,max_wind_kt,min_pressure_mb,34kt_wind_radius_nm_ne,34kt_wind_radius_nm_se,34kt_wind_radius_nm_nw,34kt_wind_radius_nm_sw,50kt_wind_radius_nm_ne,50kt_wind_radius_nm_se,50kt_wind_radius_nm_nw,50kt_wind_radius_nm_sw,64kt_wind_radius_nm_ne,64kt_wind_radius_nm_se,64kt_wind_radius_nm_nw,64kt_wind_radius_nm_sw,max_wind_radius_nm
20080531, 0000,  , TS, 17.5N,  87.5W,  35, 1005,  150,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080531, 0600,  , TS, 17.8N,  88.0W,  40, 1004,  175,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080531, 0900, L, TS, 17.9N,  88.2W,  40, 1004,  200,   75,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080531, 1200,  , TS, 18.0N,  88.4W,  35, 1005,  225,  100,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080531, 1800,  , TS, 18.2N,  88.8W,  35, 1005,  225,  100,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080601, 0000,  , TS, 18.3N,  89.2W,  35, 1006,  150,  150,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080601, 0600,  , TS, 18.2N,  89.8W,  35, 1006,  175,  200,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080601, 1200,  , TD, 18.0N,  90.4W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080601, 1800,  , TD, 17.8N,  90.8W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20080602, 0000,  , LO, 17.6N,  91.1W,  25, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
